Year,Month,Day,Hour,Year,Month,Day,Hour,availability
2010,1,1,0,2010.0,1.0,1.0,0.0,0.721114583333
2010,1,1,1,2010.0,1.0,1.0,1.0,0.720489583333
2010,1,1,2,2010.0,1.0,1.0,2.0,0.866364583333
2010,1,1,3,2010.0,1.0,1.0,3.0,0.977458333333
2010,1,1,4,2010.0,1.0,1.0,4.0,0.910354166667
2010,1,1,5,2010.0,1.0,1.0,5.0,0.756875
2010,1,1,6,2010.0,1.0,1.0,6.0,0.925114583333
2010,1,1,7,2010.0,1.0,1.0,7.0,0.949052083333
2010,1,1,8,2010.0,1.0,1.0,8.0,0.925895833333
2010,1,1,9,2010.0,1.0,1.0,9.0,0.910739583333
2010,1,1,10,2010.0,1.0,1.0,10.0,0.90778125
2010,1,1,11,2010.0,1.0,1.0,11.0,0.9119375
2010,1,1,12,2010.0,1.0,1.0,12.0,0.925364583333
2010,1,1,13,2010.0,1.0,1.0,13.0,0.923458333333
2010,1,1,14,2010.0,1.0,1.0,14.0,0.92059375
2010,1,1,15,2010.0,1.0,1.0,15.0,0.8550625
2010,1,1,16,2010.0,1.0,1.0,16.0,0.73653125
2010,1,1,17,2010.0,1.0,1.0,17.0,0.7599375
2010,1,1,18,2010.0,1.0,1.0,18.0,0.84775
2010,1,1,19,2010.0,1.0,1.0,19.0,0.976916666667
2010,1,1,20,2010.0,1.0,1.0,20.0,0.993833333333
2010,1,1,21,2010.0,1.0,1.0,21.0,0.962833333333
2010,1,1,22,2010.0,1.0,1.0,22.0,0.939135416667
2010,1,1,23,2010.0,1.0,1.0,23.0,0.952958333333
2010,1,2,0,2010.0,1.0,2.0,0.0,0.944989583333
2010,1,2,1,2010.0,1.0,2.0,1.0,0.947677083333
2010,1,2,2,2010.0,1.0,2.0,2.0,0.943520833333
2010,1,2,3,2010.0,1.0,2.0,3.0,0.906416666667
2010,1,2,4,2010.0,1.0,2.0,4.0,0.8696875
2010,1,2,5,2010.0,1.0,2.0,5.0,0.867166666667
2010,1,2,6,2010.0,1.0,2.0,6.0,0.82090625
2010,1,2,7,2010.0,1.0,2.0,7.0,0.7371875
2010,1,2,8,2010.0,1.0,2.0,8.0,0.475333333333
2010,1,2,9,2010.0,1.0,2.0,9.0,0.349385416667
2010,1,2,10,2010.0,1.0,2.0,10.0,0.35575
2010,1,2,11,2010.0,1.0,2.0,11.0,0.453302083333
2010,1,2,12,2010.0,1.0,2.0,12.0,0.5763125
2010,1,2,13,2010.0,1.0,2.0,13.0,0.46953125
2010,1,2,14,2010.0,1.0,2.0,14.0,0.367666666667
2010,1,2,15,2010.0,1.0,2.0,15.0,0.394802083333
2010,1,2,16,2010.0,1.0,2.0,16.0,0.405197916667
2010,1,2,17,2010.0,1.0,2.0,17.0,0.812104166667
2010,1,2,18,2010.0,1.0,2.0,18.0,0.937479166667
2010,1,2,19,2010.0,1.0,2.0,19.0,0.914166666667
2010,1,2,20,2010.0,1.0,2.0,20.0,0.79159375
2010,1,2,21,2010.0,1.0,2.0,21.0,0.767
2010,1,2,22,2010.0,1.0,2.0,22.0,0.73846875
2010,1,2,23,2010.0,1.0,2.0,23.0,0.691833333333
2010,1,3,0,2010.0,1.0,3.0,0.0,0.644239583333
2010,1,3,1,2010.0,1.0,3.0,1.0,0.653125
2010,1,3,2,2010.0,1.0,3.0,2.0,0.5139375
2010,1,3,3,2010.0,1.0,3.0,3.0,0.401375
2010,1,3,4,2010.0,1.0,3.0,4.0,0.370520833333
2010,1,3,5,2010.0,1.0,3.0,5.0,0.32221875
2010,1,3,6,2010.0,1.0,3.0,6.0,0.32175
2010,1,3,7,2010.0,1.0,3.0,7.0,0.394552083333
2010,1,3,8,2010.0,1.0,3.0,8.0,0.344385416667
2010,1,3,9,2010.0,1.0,3.0,9.0,0.25440625
2010,1,3,10,2010.0,1.0,3.0,10.0,0.232645833333
2010,1,3,11,2010.0,1.0,3.0,11.0,0.240020833333
2010,1,3,12,2010.0,1.0,3.0,12.0,0.21215625
2010,1,3,13,2010.0,1.0,3.0,13.0,0.211979166667
2010,1,3,14,2010.0,1.0,3.0,14.0,0.302572916667
2010,1,3,15,2010.0,1.0,3.0,15.0,0.39778125
2010,1,3,16,2010.0,1.0,3.0,16.0,0.57890625
2010,1,3,17,2010.0,1.0,3.0,17.0,0.821614583333
2010,1,3,18,2010.0,1.0,3.0,18.0,0.822875
2010,1,3,19,2010.0,1.0,3.0,19.0,0.909385416667
2010,1,3,20,2010.0,1.0,3.0,20.0,0.901604166667
2010,1,3,21,2010.0,1.0,3.0,21.0,0.854072916667
2010,1,3,22,2010.0,1.0,3.0,22.0,0.815958333333
2010,1,3,23,2010.0,1.0,3.0,23.0,0.779072916667
2010,1,4,0,2010.0,1.0,4.0,0.0,0.736625
2010,1,4,1,2010.0,1.0,4.0,1.0,0.664239583333
2010,1,4,2,2010.0,1.0,4.0,2.0,0.682572916667
2010,1,4,3,2010.0,1.0,4.0,3.0,0.714625
2010,1,4,4,2010.0,1.0,4.0,4.0,0.708666666667
2010,1,4,5,2010.0,1.0,4.0,5.0,0.655458333333
2010,1,4,6,2010.0,1.0,4.0,6.0,0.681364583333
2010,1,4,7,2010.0,1.0,4.0,7.0,0.60084375
2010,1,4,8,2010.0,1.0,4.0,8.0,0.361302083333
2010,1,4,9,2010.0,1.0,4.0,9.0,0.290645833333
2010,1,4,10,2010.0,1.0,4.0,10.0,0.307010416667
2010,1,4,11,2010.0,1.0,4.0,11.0,0.3348125
2010,1,4,12,2010.0,1.0,4.0,12.0,0.315333333333
2010,1,4,13,2010.0,1.0,4.0,13.0,0.308229166667
2010,1,4,14,2010.0,1.0,4.0,14.0,0.3455
2010,1,4,15,2010.0,1.0,4.0,15.0,0.41540625
2010,1,4,16,2010.0,1.0,4.0,16.0,0.434510416667
2010,1,4,17,2010.0,1.0,4.0,17.0,0.7598125
2010,1,4,18,2010.0,1.0,4.0,18.0,0.972802083333
2010,1,4,19,2010.0,1.0,4.0,19.0,0.97309375
2010,1,4,20,2010.0,1.0,4.0,20.0,0.842208333333
2010,1,4,21,2010.0,1.0,4.0,21.0,0.853604166667
2010,1,4,22,2010.0,1.0,4.0,22.0,0.743125
2010,1,4,23,2010.0,1.0,4.0,23.0,0.716385416667
2010,1,5,0,2010.0,1.0,5.0,0.0,0.537541666667
2010,1,5,1,2010.0,1.0,5.0,1.0,0.655083333333
2010,1,5,2,2010.0,1.0,5.0,2.0,0.714958333333
2010,1,5,3,2010.0,1.0,5.0,3.0,0.63359375
2010,1,5,4,2010.0,1.0,5.0,4.0,0.558895833333
2010,1,5,5,2010.0,1.0,5.0,5.0,0.529552083333
2010,1,5,6,2010.0,1.0,5.0,6.0,0.500458333333
2010,1,5,7,2010.0,1.0,5.0,7.0,0.460989583333
2010,1,5,8,2010.0,1.0,5.0,8.0,0.222354166667
2010,1,5,9,2010.0,1.0,5.0,9.0,0.230510416667
2010,1,5,10,2010.0,1.0,5.0,10.0,0.21734375
2010,1,5,11,2010.0,1.0,5.0,11.0,0.235854166667
2010,1,5,12,2010.0,1.0,5.0,12.0,0.2473125
2010,1,5,13,2010.0,1.0,5.0,13.0,0.29228125
2010,1,5,14,2010.0,1.0,5.0,14.0,0.26528125
2010,1,5,15,2010.0,1.0,5.0,15.0,0.250645833333
2010,1,5,16,2010.0,1.0,5.0,16.0,0.327666666667
2010,1,5,17,2010.0,1.0,5.0,17.0,0.558416666667
2010,1,5,18,2010.0,1.0,5.0,18.0,0.732270833333
2010,1,5,19,2010.0,1.0,5.0,19.0,0.807427083333
2010,1,5,20,2010.0,1.0,5.0,20.0,0.909645833333
2010,1,5,21,2010.0,1.0,5.0,21.0,0.953520833333
2010,1,5,22,2010.0,1.0,5.0,22.0,0.953760416667
2010,1,5,23,2010.0,1.0,5.0,23.0,0.960864583333
2010,1,6,0,2010.0,1.0,6.0,0.0,0.975958333333
2010,1,6,1,2010.0,1.0,6.0,1.0,0.9538125
2010,1,6,2,2010.0,1.0,6.0,2.0,0.89815625
2010,1,6,3,2010.0,1.0,6.0,3.0,0.877375
2010,1,6,4,2010.0,1.0,6.0,4.0,0.77578125
2010,1,6,5,2010.0,1.0,6.0,5.0,0.58103125
2010,1,6,6,2010.0,1.0,6.0,6.0,0.420427083333
2010,1,6,7,2010.0,1.0,6.0,7.0,0.237125
2010,1,6,8,2010.0,1.0,6.0,8.0,0.0757291666667
2010,1,6,9,2010.0,1.0,6.0,9.0,0.0411770833333
2010,1,6,10,2010.0,1.0,6.0,10.0,0.0226458333333
2010,1,6,11,2010.0,1.0,6.0,11.0,0.0365208333333
2010,1,6,12,2010.0,1.0,6.0,12.0,0.0266354166667
2010,1,6,13,2010.0,1.0,6.0,13.0,0.0291354166667
2010,1,6,14,2010.0,1.0,6.0,14.0,0.0183020833333
2010,1,6,15,2010.0,1.0,6.0,15.0,0.00809375
2010,1,6,16,2010.0,1.0,6.0,16.0,0.0303541666667
2010,1,6,17,2010.0,1.0,6.0,17.0,0.0308958333333
2010,1,6,18,2010.0,1.0,6.0,18.0,0.00754166666667
2010,1,6,19,2010.0,1.0,6.0,19.0,0.00205208333333
2010,1,6,20,2010.0,1.0,6.0,20.0,0.00297916666667
2010,1,6,21,2010.0,1.0,6.0,21.0,0.00278125
2010,1,6,22,2010.0,1.0,6.0,22.0,0.0015
2010,1,6,23,2010.0,1.0,6.0,23.0,0.00390625
2010,1,7,0,2010.0,1.0,7.0,0.0,0.0186041666667
2010,1,7,1,2010.0,1.0,7.0,1.0,0.00892708333333
2010,1,7,2,2010.0,1.0,7.0,2.0,0.00673958333333
2010,1,7,3,2010.0,1.0,7.0,3.0,0.02059375
2010,1,7,4,2010.0,1.0,7.0,4.0,0.025125
2010,1,7,5,2010.0,1.0,7.0,5.0,0.043875
2010,1,7,6,2010.0,1.0,7.0,6.0,0.172864583333
2010,1,7,7,2010.0,1.0,7.0,7.0,0.345614583333
2010,1,7,8,2010.0,1.0,7.0,8.0,0.610875
2010,1,7,9,2010.0,1.0,7.0,9.0,0.715666666667
2010,1,7,10,2010.0,1.0,7.0,10.0,0.367166666667
2010,1,7,11,2010.0,1.0,7.0,11.0,0.730854166667
2010,1,7,12,2010.0,1.0,7.0,12.0,0.0610416666667
2010,1,7,13,2010.0,1.0,7.0,13.0,0.0
2010,1,7,14,2010.0,1.0,7.0,14.0,0.00642708333333
2010,1,7,15,2010.0,1.0,7.0,15.0,0.119625
2010,1,7,16,2010.0,1.0,7.0,16.0,0.72128125
2010,1,7,17,2010.0,1.0,7.0,17.0,0.733520833333
2010,1,7,18,2010.0,1.0,7.0,18.0,0.872895833333
2010,1,7,19,2010.0,1.0,7.0,19.0,0.902989583333
2010,1,7,20,2010.0,1.0,7.0,20.0,0.943072916667
2010,1,7,21,2010.0,1.0,7.0,21.0,0.92696875
2010,1,7,22,2010.0,1.0,7.0,22.0,1.0
2010,1,7,23,2010.0,1.0,7.0,23.0,0.992520833333
2010,1,8,0,2010.0,1.0,8.0,0.0,0.9851875
2010,1,8,1,2010.0,1.0,8.0,1.0,0.969052083333
2010,1,8,2,2010.0,1.0,8.0,2.0,0.793177083333
2010,1,8,3,2010.0,1.0,8.0,3.0,0.854125
2010,1,8,4,2010.0,1.0,8.0,4.0,0.879458333333
2010,1,8,5,2010.0,1.0,8.0,5.0,0.826166666667
2010,1,8,6,2010.0,1.0,8.0,6.0,0.94471875
2010,1,8,7,2010.0,1.0,8.0,7.0,0.9360625
2010,1,8,8,2010.0,1.0,8.0,8.0,0.932520833333
2010,1,8,9,2010.0,1.0,8.0,9.0,0.9451875
2010,1,8,10,2010.0,1.0,8.0,10.0,0.93146875
2010,1,8,11,2010.0,1.0,8.0,11.0,0.92215625
2010,1,8,12,2010.0,1.0,8.0,12.0,0.914614583333
2010,1,8,13,2010.0,1.0,8.0,13.0,0.898395833333
2010,1,8,14,2010.0,1.0,8.0,14.0,0.8746875
2010,1,8,15,2010.0,1.0,8.0,15.0,0.875875
2010,1,8,16,2010.0,1.0,8.0,16.0,0.85825
2010,1,8,17,2010.0,1.0,8.0,17.0,0.797291666667
2010,1,8,18,2010.0,1.0,8.0,18.0,0.617895833333
2010,1,8,19,2010.0,1.0,8.0,19.0,0.530604166667
2010,1,8,20,2010.0,1.0,8.0,20.0,0.57465625
2010,1,8,21,2010.0,1.0,8.0,21.0,0.69559375
2010,1,8,22,2010.0,1.0,8.0,22.0,0.88525
2010,1,8,23,2010.0,1.0,8.0,23.0,0.919270833333
2010,1,9,0,2010.0,1.0,9.0,0.0,0.77778125
2010,1,9,1,2010.0,1.0,9.0,1.0,0.776552083333
2010,1,9,2,2010.0,1.0,9.0,2.0,0.720572916667
2010,1,9,3,2010.0,1.0,9.0,3.0,0.764229166667
2010,1,9,4,2010.0,1.0,9.0,4.0,0.785916666667
2010,1,9,5,2010.0,1.0,9.0,5.0,0.81390625
2010,1,9,6,2010.0,1.0,9.0,6.0,0.822010416667
2010,1,9,7,2010.0,1.0,9.0,7.0,0.739510416667
2010,1,9,8,2010.0,1.0,9.0,8.0,0.754635416667
2010,1,9,9,2010.0,1.0,9.0,9.0,0.759302083333
2010,1,9,10,2010.0,1.0,9.0,10.0,0.733927083333
2010,1,9,11,2010.0,1.0,9.0,11.0,0.695458333333
2010,1,9,12,2010.0,1.0,9.0,12.0,0.725104166667
2010,1,9,13,2010.0,1.0,9.0,13.0,0.750625
2010,1,9,14,2010.0,1.0,9.0,14.0,0.735583333333
2010,1,9,15,2010.0,1.0,9.0,15.0,0.77290625
2010,1,9,16,2010.0,1.0,9.0,16.0,0.762604166667
2010,1,9,17,2010.0,1.0,9.0,17.0,0.982125
2010,1,9,18,2010.0,1.0,9.0,18.0,0.987625
2010,1,9,19,2010.0,1.0,9.0,19.0,0.9353125
2010,1,9,20,2010.0,1.0,9.0,20.0,0.974333333333
2010,1,9,21,2010.0,1.0,9.0,21.0,0.977354166667
2010,1,9,22,2010.0,1.0,9.0,22.0,0.983197916667
2010,1,9,23,2010.0,1.0,9.0,23.0,0.969770833333
2010,1,10,0,2010.0,1.0,10.0,0.0,0.942875
2010,1,10,1,2010.0,1.0,10.0,1.0,0.923135416667
2010,1,10,2,2010.0,1.0,10.0,2.0,0.8685625
2010,1,10,3,2010.0,1.0,10.0,3.0,0.81384375
2010,1,10,4,2010.0,1.0,10.0,4.0,0.77921875
2010,1,10,5,2010.0,1.0,10.0,5.0,0.768583333333
2010,1,10,6,2010.0,1.0,10.0,6.0,0.803010416667
2010,1,10,7,2010.0,1.0,10.0,7.0,0.688927083333
2010,1,10,8,2010.0,1.0,10.0,8.0,0.58740625
2010,1,10,9,2010.0,1.0,10.0,9.0,0.57759375
2010,1,10,10,2010.0,1.0,10.0,10.0,0.492041666667
2010,1,10,11,2010.0,1.0,10.0,11.0,0.489552083333
2010,1,10,12,2010.0,1.0,10.0,12.0,0.486989583333
2010,1,10,13,2010.0,1.0,10.0,13.0,0.4578125
2010,1,10,14,2010.0,1.0,10.0,14.0,0.399135416667
2010,1,10,15,2010.0,1.0,10.0,15.0,0.414583333333
2010,1,10,16,2010.0,1.0,10.0,16.0,0.41534375
2010,1,10,17,2010.0,1.0,10.0,17.0,0.459541666667
2010,1,10,18,2010.0,1.0,10.0,18.0,0.589083333333
2010,1,10,19,2010.0,1.0,10.0,19.0,0.630104166667
2010,1,10,20,2010.0,1.0,10.0,20.0,0.70921875
2010,1,10,21,2010.0,1.0,10.0,21.0,0.58384375
2010,1,10,22,2010.0,1.0,10.0,22.0,0.540270833333
2010,1,10,23,2010.0,1.0,10.0,23.0,0.361177083333
2010,1,11,0,2010.0,1.0,11.0,0.0,0.198833333333
2010,1,11,1,2010.0,1.0,11.0,1.0,0.114
2010,1,11,2,2010.0,1.0,11.0,2.0,0.0872604166667
2010,1,11,3,2010.0,1.0,11.0,3.0,0.0438958333333
2010,1,11,4,2010.0,1.0,11.0,4.0,0.04575
2010,1,11,5,2010.0,1.0,11.0,5.0,0.0231041666667
2010,1,11,6,2010.0,1.0,11.0,6.0,0.00476041666667
2010,1,11,7,2010.0,1.0,11.0,7.0,0.001375
2010,1,11,8,2010.0,1.0,11.0,8.0,0.000739583333333
2010,1,11,9,2010.0,1.0,11.0,9.0,0.000197916666667
2010,1,11,10,2010.0,1.0,11.0,10.0,0.00147916666667
2010,1,11,11,2010.0,1.0,11.0,11.0,0.00172916666667
2010,1,11,12,2010.0,1.0,11.0,12.0,0.000239583333333
2010,1,11,13,2010.0,1.0,11.0,13.0,0.00314583333333
2010,1,11,14,2010.0,1.0,11.0,14.0,0.0154895833333
2010,1,11,15,2010.0,1.0,11.0,15.0,0.0808020833333
2010,1,11,16,2010.0,1.0,11.0,16.0,0.08684375
2010,1,11,17,2010.0,1.0,11.0,17.0,0.212229166667
2010,1,11,18,2010.0,1.0,11.0,18.0,0.315645833333
2010,1,11,19,2010.0,1.0,11.0,19.0,0.439270833333
2010,1,11,20,2010.0,1.0,11.0,20.0,0.69078125
2010,1,11,21,2010.0,1.0,11.0,21.0,0.78096875
2010,1,11,22,2010.0,1.0,11.0,22.0,0.8673125
2010,1,11,23,2010.0,1.0,11.0,23.0,0.928979166667
2010,1,12,0,2010.0,1.0,12.0,0.0,0.956375
2010,1,12,1,2010.0,1.0,12.0,1.0,0.946541666667
2010,1,12,2,2010.0,1.0,12.0,2.0,0.933427083333
2010,1,12,3,2010.0,1.0,12.0,3.0,0.897020833333
2010,1,12,4,2010.0,1.0,12.0,4.0,0.890166666667
2010,1,12,5,2010.0,1.0,12.0,5.0,0.807375
2010,1,12,6,2010.0,1.0,12.0,6.0,0.7133125
2010,1,12,7,2010.0,1.0,12.0,7.0,0.647833333333
2010,1,12,8,2010.0,1.0,12.0,8.0,0.195979166667
2010,1,12,9,2010.0,1.0,12.0,9.0,0.05365625
2010,1,12,10,2010.0,1.0,12.0,10.0,0.0552916666667
2010,1,12,11,2010.0,1.0,12.0,11.0,0.0993958333333
2010,1,12,12,2010.0,1.0,12.0,12.0,0.12090625
2010,1,12,13,2010.0,1.0,12.0,13.0,0.213666666667
2010,1,12,14,2010.0,1.0,12.0,14.0,0.275239583333
2010,1,12,15,2010.0,1.0,12.0,15.0,0.353447916667
2010,1,12,16,2010.0,1.0,12.0,16.0,0.4001875
2010,1,12,17,2010.0,1.0,12.0,17.0,0.61059375
2010,1,12,18,2010.0,1.0,12.0,18.0,0.971072916667
2010,1,12,19,2010.0,1.0,12.0,19.0,0.9869375
2010,1,12,20,2010.0,1.0,12.0,20.0,0.979791666667
2010,1,12,21,2010.0,1.0,12.0,21.0,0.911010416667
2010,1,12,22,2010.0,1.0,12.0,22.0,0.751322916667
2010,1,12,23,2010.0,1.0,12.0,23.0,0.477479166667
2010,1,13,0,2010.0,1.0,13.0,0.0,0.31515625
2010,1,13,1,2010.0,1.0,13.0,1.0,0.350364583333
2010,1,13,2,2010.0,1.0,13.0,2.0,0.292239583333
2010,1,13,3,2010.0,1.0,13.0,3.0,0.27203125
2010,1,13,4,2010.0,1.0,13.0,4.0,0.234291666667
2010,1,13,5,2010.0,1.0,13.0,5.0,0.229354166667
2010,1,13,6,2010.0,1.0,13.0,6.0,0.25234375
2010,1,13,7,2010.0,1.0,13.0,7.0,0.19728125
2010,1,13,8,2010.0,1.0,13.0,8.0,0.107760416667
2010,1,13,9,2010.0,1.0,13.0,9.0,0.05596875
2010,1,13,10,2010.0,1.0,13.0,10.0,0.0191770833333
2010,1,13,11,2010.0,1.0,13.0,11.0,0.00445833333333
2010,1,13,12,2010.0,1.0,13.0,12.0,0.00075
2010,1,13,13,2010.0,1.0,13.0,13.0,0.0
2010,1,13,14,2010.0,1.0,13.0,14.0,0.0
2010,1,13,15,2010.0,1.0,13.0,15.0,0.000197916666667
2010,1,13,16,2010.0,1.0,13.0,16.0,0.000729166666667
2010,1,13,17,2010.0,1.0,13.0,17.0,0.00251041666667
2010,1,13,18,2010.0,1.0,13.0,18.0,0.00919791666667
2010,1,13,19,2010.0,1.0,13.0,19.0,0.0105729166667
2010,1,13,20,2010.0,1.0,13.0,20.0,0.0157604166667
2010,1,13,21,2010.0,1.0,13.0,21.0,0.01103125
2010,1,13,22,2010.0,1.0,13.0,22.0,0.0230625
2010,1,13,23,2010.0,1.0,13.0,23.0,0.00565625
2010,1,14,0,2010.0,1.0,14.0,0.0,0.00334375
2010,1,14,1,2010.0,1.0,14.0,1.0,0.00166666666667
2010,1,14,2,2010.0,1.0,14.0,2.0,0.002125
2010,1,14,3,2010.0,1.0,14.0,3.0,0.00402083333333
2010,1,14,4,2010.0,1.0,14.0,4.0,0.00389583333333
2010,1,14,5,2010.0,1.0,14.0,5.0,0.00719791666667
2010,1,14,6,2010.0,1.0,14.0,6.0,0.00239583333333
2010,1,14,7,2010.0,1.0,14.0,7.0,0.0104895833333
2010,1,14,8,2010.0,1.0,14.0,8.0,0.00479166666667
2010,1,14,9,2010.0,1.0,14.0,9.0,0.00790625
2010,1,14,10,2010.0,1.0,14.0,10.0,0.00173958333333
2010,1,14,11,2010.0,1.0,14.0,11.0,0.00395833333333
2010,1,14,12,2010.0,1.0,14.0,12.0,0.00025
2010,1,14,13,2010.0,1.0,14.0,13.0,0.0
2010,1,14,14,2010.0,1.0,14.0,14.0,8.33333333333e-05
2010,1,14,15,2010.0,1.0,14.0,15.0,0.00544791666667
2010,1,14,16,2010.0,1.0,14.0,16.0,0.0272916666667
2010,1,14,17,2010.0,1.0,14.0,17.0,0.0979479166667
2010,1,14,18,2010.0,1.0,14.0,18.0,0.150520833333
2010,1,14,19,2010.0,1.0,14.0,19.0,0.140979166667
2010,1,14,20,2010.0,1.0,14.0,20.0,0.170697916667
2010,1,14,21,2010.0,1.0,14.0,21.0,0.14071875
2010,1,14,22,2010.0,1.0,14.0,22.0,0.369947916667
2010,1,14,23,2010.0,1.0,14.0,23.0,0.541854166667
2010,1,15,0,2010.0,1.0,15.0,0.0,0.6516875
2010,1,15,1,2010.0,1.0,15.0,1.0,0.651135416667
2010,1,15,2,2010.0,1.0,15.0,2.0,0.656020833333
2010,1,15,3,2010.0,1.0,15.0,3.0,0.585864583333
2010,1,15,4,2010.0,1.0,15.0,4.0,0.698666666667
2010,1,15,5,2010.0,1.0,15.0,5.0,0.670072916667
2010,1,15,6,2010.0,1.0,15.0,6.0,0.672135416667
2010,1,15,7,2010.0,1.0,15.0,7.0,0.517270833333
2010,1,15,8,2010.0,1.0,15.0,8.0,0.14709375
2010,1,15,9,2010.0,1.0,15.0,9.0,0.0138854166667
2010,1,15,10,2010.0,1.0,15.0,10.0,0.0264479166667
2010,1,15,11,2010.0,1.0,15.0,11.0,0.02803125
2010,1,15,12,2010.0,1.0,15.0,12.0,0.0562604166667
2010,1,15,13,2010.0,1.0,15.0,13.0,0.1485625
2010,1,15,14,2010.0,1.0,15.0,14.0,0.233927083333
2010,1,15,15,2010.0,1.0,15.0,15.0,0.233416666667
2010,1,15,16,2010.0,1.0,15.0,16.0,0.3698125
2010,1,15,17,2010.0,1.0,15.0,17.0,0.595197916667
2010,1,15,18,2010.0,1.0,15.0,18.0,0.8915625
2010,1,15,19,2010.0,1.0,15.0,19.0,0.9375625
2010,1,15,20,2010.0,1.0,15.0,20.0,0.957760416667
2010,1,15,21,2010.0,1.0,15.0,21.0,0.891885416667
2010,1,15,22,2010.0,1.0,15.0,22.0,0.861177083333
2010,1,15,23,2010.0,1.0,15.0,23.0,0.825552083333
2010,1,16,0,2010.0,1.0,16.0,0.0,0.706583333333
2010,1,16,1,2010.0,1.0,16.0,1.0,0.7385
2010,1,16,2,2010.0,1.0,16.0,2.0,0.48503125
2010,1,16,3,2010.0,1.0,16.0,3.0,0.350520833333
2010,1,16,4,2010.0,1.0,16.0,4.0,0.5911875
2010,1,16,5,2010.0,1.0,16.0,5.0,0.86209375
2010,1,16,6,2010.0,1.0,16.0,6.0,0.966229166667
2010,1,16,7,2010.0,1.0,16.0,7.0,0.899197916667
2010,1,16,8,2010.0,1.0,16.0,8.0,0.65221875
2010,1,16,9,2010.0,1.0,16.0,9.0,0.439291666667
2010,1,16,10,2010.0,1.0,16.0,10.0,0.49325
2010,1,16,11,2010.0,1.0,16.0,11.0,0.631458333333
2010,1,16,12,2010.0,1.0,16.0,12.0,0.923125
2010,1,16,13,2010.0,1.0,16.0,13.0,0.95446875
2010,1,16,14,2010.0,1.0,16.0,14.0,0.797135416667
2010,1,16,15,2010.0,1.0,16.0,15.0,0.724927083333
2010,1,16,16,2010.0,1.0,16.0,16.0,0.962583333333
2010,1,16,17,2010.0,1.0,16.0,17.0,1.0
2010,1,16,18,2010.0,1.0,16.0,18.0,0.978760416667
2010,1,16,19,2010.0,1.0,16.0,19.0,0.758833333333
2010,1,16,20,2010.0,1.0,16.0,20.0,0.662072916667
2010,1,16,21,2010.0,1.0,16.0,21.0,0.504927083333
2010,1,16,22,2010.0,1.0,16.0,22.0,0.713135416667
2010,1,16,23,2010.0,1.0,16.0,23.0,0.882489583333
2010,1,17,0,2010.0,1.0,17.0,0.0,0.857104166667
2010,1,17,1,2010.0,1.0,17.0,1.0,0.740979166667
2010,1,17,2,2010.0,1.0,17.0,2.0,0.790614583333
2010,1,17,3,2010.0,1.0,17.0,3.0,0.833666666667
2010,1,17,4,2010.0,1.0,17.0,4.0,0.449979166667
2010,1,17,5,2010.0,1.0,17.0,5.0,0.490739583333
2010,1,17,6,2010.0,1.0,17.0,6.0,0.789833333333
2010,1,17,7,2010.0,1.0,17.0,7.0,0.769458333333
2010,1,17,8,2010.0,1.0,17.0,8.0,0.871739583333
2010,1,17,9,2010.0,1.0,17.0,9.0,0.783322916667
2010,1,17,10,2010.0,1.0,17.0,10.0,0.595260416667
2010,1,17,11,2010.0,1.0,17.0,11.0,0.639145833333
2010,1,17,12,2010.0,1.0,17.0,12.0,0.717354166667
2010,1,17,13,2010.0,1.0,17.0,13.0,0.654510416667
2010,1,17,14,2010.0,1.0,17.0,14.0,0.657520833333
2010,1,17,15,2010.0,1.0,17.0,15.0,0.582145833333
2010,1,17,16,2010.0,1.0,17.0,16.0,0.427270833333
2010,1,17,17,2010.0,1.0,17.0,17.0,0.3233125
2010,1,17,18,2010.0,1.0,17.0,18.0,0.201208333333
2010,1,17,19,2010.0,1.0,17.0,19.0,0.3585
2010,1,17,20,2010.0,1.0,17.0,20.0,0.34496875
2010,1,17,21,2010.0,1.0,17.0,21.0,0.364354166667
2010,1,17,22,2010.0,1.0,17.0,22.0,0.29553125
2010,1,17,23,2010.0,1.0,17.0,23.0,0.427708333333
2010,1,18,0,2010.0,1.0,18.0,0.0,0.466614583333
2010,1,18,1,2010.0,1.0,18.0,1.0,0.392614583333
2010,1,18,2,2010.0,1.0,18.0,2.0,0.15171875
2010,1,18,3,2010.0,1.0,18.0,3.0,0.0925104166667
2010,1,18,4,2010.0,1.0,18.0,4.0,0.128697916667
2010,1,18,5,2010.0,1.0,18.0,5.0,0.0215208333333
2010,1,18,6,2010.0,1.0,18.0,6.0,0.007375
2010,1,18,7,2010.0,1.0,18.0,7.0,0.0874270833333
2010,1,18,8,2010.0,1.0,18.0,8.0,0.00747916666667
2010,1,18,9,2010.0,1.0,18.0,9.0,0.0
2010,1,18,10,2010.0,1.0,18.0,10.0,0.0
2010,1,18,11,2010.0,1.0,18.0,11.0,0.0
2010,1,18,12,2010.0,1.0,18.0,12.0,0.0
2010,1,18,13,2010.0,1.0,18.0,13.0,0.0
2010,1,18,14,2010.0,1.0,18.0,14.0,0.0
2010,1,18,15,2010.0,1.0,18.0,15.0,0.0
2010,1,18,16,2010.0,1.0,18.0,16.0,0.0
2010,1,18,17,2010.0,1.0,18.0,17.0,0.0
2010,1,18,18,2010.0,1.0,18.0,18.0,0.0011875
2010,1,18,19,2010.0,1.0,18.0,19.0,0.0348854166667
