hr_num,Year,Month,Day,Hour,availability
1,2010,1,1,0,0.746651041667
2,2010,1,1,1,0.64121875
3,2010,1,1,2,0.38103125
4,2010,1,1,3,0.073234375
5,2010,1,1,4,0.00303125
6,2010,1,1,5,0.000182291666667
7,2010,1,1,6,0.000317708333333
8,2010,1,1,7,0.0
9,2010,1,1,8,0.0
10,2010,1,1,9,0.0
11,2010,1,1,10,0.0
12,2010,1,1,11,0.0
13,2010,1,1,12,0.0
14,2010,1,1,13,0.0
15,2010,1,1,14,1.04166666667e-05
16,2010,1,1,15,0.000265625
17,2010,1,1,16,0.0
18,2010,1,1,17,0.0
19,2010,1,1,18,0.0
20,2010,1,1,19,0.0
21,2010,1,1,20,0.0
22,2010,1,1,21,0.0
23,2010,1,1,22,0.0
24,2010,1,1,23,0.0
25,2010,1,2,0,0.0
26,2010,1,2,1,0.0
27,2010,1,2,2,0.0
28,2010,1,2,3,0.0
29,2010,1,2,4,0.0
30,2010,1,2,5,0.0
31,2010,1,2,6,0.0
32,2010,1,2,7,0.0
33,2010,1,2,8,0.0
34,2010,1,2,9,0.0
35,2010,1,2,10,0.0
36,2010,1,2,11,0.0
37,2010,1,2,12,0.0
38,2010,1,2,13,0.0
39,2010,1,2,14,0.000119791666667
40,2010,1,2,15,0.00127604166667
41,2010,1,2,16,0.00133854166667
42,2010,1,2,17,0.002640625
43,2010,1,2,18,0.0173125
44,2010,1,2,19,0.017296875
45,2010,1,2,20,0.006078125
46,2010,1,2,21,7.8125e-05
47,2010,1,2,22,0.00184895833333
48,2010,1,2,23,0.00183854166667
49,2010,1,3,0,0.00313020833333
50,2010,1,3,1,0.0189635416667
51,2010,1,3,2,0.0313958333333
52,2010,1,3,3,0.0127760416667
53,2010,1,3,4,0.0523020833333
54,2010,1,3,5,0.0619947916667
55,2010,1,3,6,0.0134010416667
56,2010,1,3,7,0.0455625
57,2010,1,3,8,0.113098958333
58,2010,1,3,9,0.107203125
59,2010,1,3,10,0.256208333333
60,2010,1,3,11,0.880713541667
61,2010,1,3,12,0.866296875
62,2010,1,3,13,0.88146875
63,2010,1,3,14,0.924916666667
64,2010,1,3,15,0.921286458333
65,2010,1,3,16,0.921182291667
66,2010,1,3,17,0.942859375
67,2010,1,3,18,0.994541666667
68,2010,1,3,19,1.0
69,2010,1,3,20,1.0
70,2010,1,3,21,0.930854166667
71,2010,1,3,22,0.647375
72,2010,1,3,23,0.5090625
73,2010,1,4,0,0.286359375
74,2010,1,4,1,0.18809375
75,2010,1,4,2,0.0724895833333
76,2010,1,4,3,0.00122395833333
77,2010,1,4,4,0.0
78,2010,1,4,5,0.000104166666667
79,2010,1,4,6,0.00110416666667
80,2010,1,4,7,0.0
81,2010,1,4,8,0.00138020833333
82,2010,1,4,9,0.0019375
83,2010,1,4,10,0.0
84,2010,1,4,11,0.0
85,2010,1,4,12,0.0
86,2010,1,4,13,0.000677083333333
87,2010,1,4,14,0.000213541666667
88,2010,1,4,15,0.00269791666667
89,2010,1,4,16,0.0122604166667
90,2010,1,4,17,0.0208802083333
91,2010,1,4,18,0.0292291666667
92,2010,1,4,19,0.0163020833333
93,2010,1,4,20,0.0533854166667
94,2010,1,4,21,0.0379375
95,2010,1,4,22,0.00622395833333
96,2010,1,4,23,0.00289583333333
97,2010,1,5,0,0.0902864583333
98,2010,1,5,1,0.202546875
99,2010,1,5,2,0.142166666667
100,2010,1,5,3,0.188859375
101,2010,1,5,4,0.24328125
102,2010,1,5,5,0.282536458333
103,2010,1,5,6,0.370760416667
104,2010,1,5,7,0.381802083333
105,2010,1,5,8,0.4090625
106,2010,1,5,9,0.193505208333
107,2010,1,5,10,0.100572916667
108,2010,1,5,11,0.177911458333
109,2010,1,5,12,0.1318125
110,2010,1,5,13,0.0902447916667
111,2010,1,5,14,0.0813333333333
112,2010,1,5,15,0.0811041666667
113,2010,1,5,16,0.0587239583333
114,2010,1,5,17,0.0635208333333
115,2010,1,5,18,0.172177083333
116,2010,1,5,19,0.259666666667
117,2010,1,5,20,0.382635416667
118,2010,1,5,21,0.300609375
119,2010,1,5,22,0.230401041667
120,2010,1,5,23,0.214526041667
121,2010,1,6,0,0.15390625
122,2010,1,6,1,0.09271875
123,2010,1,6,2,0.106807291667
124,2010,1,6,3,0.0704166666667
125,2010,1,6,4,0.0749375
126,2010,1,6,5,0.044703125
127,2010,1,6,6,0.0119479166667
128,2010,1,6,7,0.000932291666667
129,2010,1,6,8,0.000317708333333
130,2010,1,6,9,0.0589895833333
131,2010,1,6,10,0.152744791667
132,2010,1,6,11,0.0594166666667
133,2010,1,6,12,0.0398489583333
134,2010,1,6,13,0.0300520833333
135,2010,1,6,14,0.0580572916667
136,2010,1,6,15,0.0813333333333
137,2010,1,6,16,0.08003125
138,2010,1,6,17,0.151192708333
139,2010,1,6,18,0.175677083333
140,2010,1,6,19,0.136098958333
141,2010,1,6,20,0.146104166667
142,2010,1,6,21,0.0807552083333
143,2010,1,6,22,0.0293333333333
144,2010,1,6,23,0.115098958333
145,2010,1,7,0,0.151822916667
146,2010,1,7,1,0.370619791667
147,2010,1,7,2,0.673109375
148,2010,1,7,3,0.989958333333
149,2010,1,7,4,1.0
150,2010,1,7,5,1.0
151,2010,1,7,6,1.0
152,2010,1,7,7,1.0
153,2010,1,7,8,1.0
154,2010,1,7,9,1.0
155,2010,1,7,10,1.0
156,2010,1,7,11,1.0
157,2010,1,7,12,1.0
158,2010,1,7,13,1.0
159,2010,1,7,14,1.0
160,2010,1,7,15,1.0
161,2010,1,7,16,1.0
162,2010,1,7,17,1.0
163,2010,1,7,18,1.0
164,2010,1,7,19,1.0
165,2010,1,7,20,1.0
166,2010,1,7,21,0.993817708333
167,2010,1,7,22,0.960880208333
168,2010,1,7,23,0.961619791667
169,2010,1,8,0,0.741479166667
170,2010,1,8,1,0.416984375
171,2010,1,8,2,0.291359375
172,2010,1,8,3,0.33134375
173,2010,1,8,4,0.444848958333
174,2010,1,8,5,0.366666666667
175,2010,1,8,6,0.151411458333
176,2010,1,8,7,0.0365625
177,2010,1,8,8,0.018390625
178,2010,1,8,9,0.003875
179,2010,1,8,10,0.001765625
180,2010,1,8,11,0.000625
181,2010,1,8,12,0.000260416666667
182,2010,1,8,13,0.0
183,2010,1,8,14,0.0
184,2010,1,8,15,0.0
185,2010,1,8,16,0.0
186,2010,1,8,17,0.0132708333333
187,2010,1,8,18,0.0200677083333
188,2010,1,8,19,0.00128645833333
189,2010,1,8,20,0.00108333333333
190,2010,1,8,21,0.0467708333333
191,2010,1,8,22,0.387588541667
192,2010,1,8,23,0.417901041667
193,2010,1,9,0,0.368791666667
194,2010,1,9,1,0.356651041667
195,2010,1,9,2,0.283348958333
196,2010,1,9,3,0.247104166667
197,2010,1,9,4,0.185770833333
198,2010,1,9,5,0.16440625
199,2010,1,9,6,0.158369791667
200,2010,1,9,7,0.130223958333
201,2010,1,9,8,0.103588541667
202,2010,1,9,9,0.0190208333333
203,2010,1,9,10,0.000526041666667
204,2010,1,9,11,0.0
205,2010,1,9,12,0.0
206,2010,1,9,13,0.0
207,2010,1,9,14,0.0
208,2010,1,9,15,0.0
209,2010,1,9,16,0.0
210,2010,1,9,17,0.0
211,2010,1,9,18,0.0
212,2010,1,9,19,0.0
213,2010,1,9,20,0.0
214,2010,1,9,21,0.0
215,2010,1,9,22,0.0
216,2010,1,9,23,0.0
217,2010,1,10,0,5.20833333333e-05
218,2010,1,10,1,0.0
219,2010,1,10,2,0.0
220,2010,1,10,3,0.000427083333333
221,2010,1,10,4,0.00310416666667
222,2010,1,10,5,0.00431770833333
223,2010,1,10,6,0.00461458333333
224,2010,1,10,7,0.021421875
225,2010,1,10,8,0.0363854166667
226,2010,1,10,9,0.0448072916667
227,2010,1,10,10,0.0228229166667
228,2010,1,10,11,0.085625
229,2010,1,10,12,0.163994791667
230,2010,1,10,13,0.160802083333
231,2010,1,10,14,0.113729166667
232,2010,1,10,15,0.146708333333
233,2010,1,10,16,0.167171875
234,2010,1,10,17,0.178276041667
235,2010,1,10,18,0.225442708333
236,2010,1,10,19,0.223463541667
237,2010,1,10,20,0.211057291667
238,2010,1,10,21,0.200473958333
239,2010,1,10,22,0.314421875
240,2010,1,10,23,0.281244791667
241,2010,1,11,0,0.227041666667
242,2010,1,11,1,0.28465625
243,2010,1,11,2,0.254317708333
244,2010,1,11,3,0.331744791667
245,2010,1,11,4,0.291380208333
246,2010,1,11,5,0.154515625
247,2010,1,11,6,0.170104166667
248,2010,1,11,7,0.0557760416667
249,2010,1,11,8,0.00861979166667
250,2010,1,11,9,0.001453125
251,2010,1,11,10,0.0
252,2010,1,11,11,0.0
253,2010,1,11,12,0.0
254,2010,1,11,13,0.0
255,2010,1,11,14,0.00177083333333
256,2010,1,11,15,0.0537291666667
257,2010,1,11,16,0.342255208333
258,2010,1,11,17,0.71075
259,2010,1,11,18,0.966369791667
260,2010,1,11,19,0.9739375
261,2010,1,11,20,0.952380208333
262,2010,1,11,21,0.859442708333
263,2010,1,11,22,0.819041666667
264,2010,1,11,23,0.634625
265,2010,1,12,0,0.598546875
266,2010,1,12,1,0.525354166667
267,2010,1,12,2,0.404088541667
268,2010,1,12,3,0.339828125
269,2010,1,12,4,0.204135416667
270,2010,1,12,5,0.119239583333
271,2010,1,12,6,0.150625
272,2010,1,12,7,0.17346875
273,2010,1,12,8,0.164114583333
274,2010,1,12,9,0.13384375
275,2010,1,12,10,0.125989583333
276,2010,1,12,11,0.0736666666667
277,2010,1,12,12,0.0189375
278,2010,1,12,13,0.000963541666667
279,2010,1,12,14,0.0
280,2010,1,12,15,0.0
